code,latitude,longitude,N,size,N_min,N_max
BUTLEKS,37.817,-96.862,3.097,2.0,0.226,9.968
BUTLEOH,39.388,-84.556,87.903,3.5,87.903,228.677
BWDGICA,34.063,-118.239,3.419,2.0,1.355,4.645
CAJUVMN,44.788,-93.593,0.0,2.0,0.065,0.194
CALDWMO,39.642,-94.047,41.677,3.5,30.194,60.433
CALHOMI,42.317,-85.176,186.581,6.0,164.452,218.8
CAMBRPA,40.484,-78.701,33.032,3.5,31.167,121.581
CAMCOWY,44.277,-105.512,0.0,2.0,0.065,0.2
CARBOWY,41.796,-107.223,0.0,2.0,0.033,0.903
CARJAMN,44.787,-93.593,27.387,3.5,22.067,45.387
CARROMD,39.572,-76.987,17.032,3.5,0.167,17.032
CASCAMT,47.432,-111.507,2.645,2.0,0.226,2.645
CASPCAL,33.163,-115.485,0.0,2.0,0.036,1.097
CASSCNE,41.012,-95.883,32.355,3.5,14.393,36.484
CATTANY,42.252,-78.8,0.0,2.0,0.065,1.194
CAYUGNY,42.98,-76.543,0.0,2.0,0.033,0.29
CBRRSNC,35.409,-80.578,1.968,2.0,1.097,3.433
CCADCAZ,33.044,-111.377,76.968,3.5,62.767,99.367
CCAFLAZ,33.043,-111.372,218.871,6.0,186.767,219.387
CCAHUTX,30.565,-97.419,465.194,6.0,137.067,465.194
CCASDCA,32.576,-116.915,697.806,9.0,672.355,697.806
CEMEDFL,25.788,-80.216,0.0,2.0,0.452,0.452
CFREDVA,39.199,-78.144,0.0,2.0,0.968,0.968
CGRMCAZ,32.872,-111.74,0.0,2.0,0.067,0.1
CHACONY,42.255,-79.504,9.548,2.0,1.968,10.633
CHARLSC,32.845,-80.014,29.032,3.5,1.0,37.548
CHASEKS,38.368,-96.539,31.839,3.5,24.5,50.387
CHELAWA,47.422,-120.315,2.613,2.0,1.968,6.645
CHIPPMI,46.497,-84.346,42.323,3.5,21.129,46.3
CHRISMO,37.02,-93.205,16.581,3.5,11.742,31.7
CITRUFL,28.845,-82.477,0.0,2.0,0.032,0.032
CKHOSFL,25.731,-80.386,1.516,2.0,0.767,2.419
CLARIPA,41.238,-79.423,0.0,2.0,0.129,0.129
CLARKWA,45.63,-122.679,0.0,2.0,0.033,0.033
CLICONY,44.721,-73.467,18.194,3.5,3.323,25.806
CLINTPA,41.151,-77.35,99.161,3.5,64.258,178.645
CMPJVNY,42.913,-78.868,0.097,2.0,0.065,0.7
COBBJGA,33.908,-84.577,28.71,3.5,20.3,29.581
COCONAZ,35.187,-111.64,1.323,2.0,0.065,1.367
COLCASC,34.08,-80.977,25.194,3.5,25.194,39.433
COLLIFL,26.128,-81.765,13.0,3.5,13.0,29.75
COLOMNY,42.249,-73.756,0.0,2.0,0.071,0.071
COLUMOR,45.848,-122.819,26.258,3.5,9.032,43.677
COLUMPA,40.998,-76.45,23.871,3.5,0.161,38.29
COMFTFL,25.733,-80.383,0.0,2.0,0.071,1.097
CONEJCO,37.167,-106.0,2.0,2.0,1.29,3.333
CONVEWY,42.76,-105.381,0.0,2.0,0.033,0.233
COSTACA,33.652,-117.912,0.0,2.0,0.567,4.607
COWJVWA,46.141,-122.92,0.097,2.0,0.067,2.839
CSCNWWA,47.25,-122.422,977.419,9.0,909.129,1023.065
CSYJVNY,43.097,-79.054,0.0,2.0,0.065,0.179
CTLAFSL,41.761,-72.683,2.677,2.0,1.033,4.742
CTYORCI,41.323,-72.237,0.0,2.0,0.2,14.867
CUMBEME,43.651,-70.282,18.871,3.5,18.871,50.0
CUSTEMT,46.408,-105.845,0.0,2.0,0.194,0.194
DALHOLD,32.824,-96.872,16.29,3.5,5.323,25.032
DAVIDTN,36.157,-86.772,18.774,3.5,16.1,62.29
DAWSOMT,47.105,-104.716,0.0,2.0,0.067,0.323
DEAPDMI,42.314,-83.2,9.581,2.0,8.357,14.867
DEKALAL,34.418,-85.773,40.806,3.5,7.903,66.516
DEKALGA,33.776,-84.244,0.0,2.0,0.032,0.032
DELTACO,38.74,-108.072,0.0,2.0,0.065,0.071
DENCICO,39.738,-104.991,0.065,2.0,0.065,2.032
DENHOLD,39.784,-104.849,27.613,3.5,21.968,30.774
DENICDF,39.761,-104.849,426.581,6.0,386.8,426.581
DENVECO,39.768,-104.864,3.0,2.0,1.677,4.935
DEPCOGU,13.45,144.803,31.968,3.5,20.484,42.226
DEPYOGU,13.466,144.801,0.0,2.0,0.032,1.0
DETHOLD,42.343,-83.01,0.097,2.0,0.033,0.419
DOCORNE,41.253,-95.938,60.516,3.5,60.516,154.581
DODGEWI,43.407,-88.706,143.645,6.0,127.967,182.194
DORCHMD,38.548,-76.059,28.323,3.5,24.0,36.387
DOUGLCO,39.367,-104.863,1.645,2.0,0.613,1.806
DOUGLOR,43.211,-123.341,0.323,2.0,0.067,0.323
DRURYCO,39.775,-104.846,0.0,2.0,0.032,0.321
DUPAGIL,41.869,-88.141,0.0,2.0,0.032,0.032
DUTCHAK,53.871,-166.542,0.0,2.0,0.226,0.484
DUVALFL,30.326,-81.651,0.0,2.0,0.8,12.032
DVDHOLD,39.154,-75.488,3.032,2.0,1.032,3.032
EAZ,32.818,-111.52,1537.194,15.0,1484.387,1551.533
ECC,32.803,-115.569,492.774,6.0,460.613,519.933
ECOLOWA,47.479,-122.284,0.0,2.0,0.065,0.516
ECTORTX,31.821,-102.36,0.516,2.0,0.194,0.935
EDENDTX,31.217,-99.834,0.0,2.0,0.032,0.032
ELBERCO,39.342,-104.464,0.0,2.0,0.065,0.065
ELGPDIL,42.04,-88.284,1.484,2.0,0.548,5.067
ELMORID,43.137,-115.673,5.581,2.0,0.967,6.677
ELPASCO,38.788,-104.779,121.774,6.0,89.194,182.933
ELZICDF,40.666,-74.19,207.258,6.0,197.333,278.733
EMESACA,32.591,-116.918,0.0,2.0,0.067,0.067
EPC,31.794,-106.369,829.419,9.0,770.333,850.839
ERICONY,42.884,-78.879,0.0,2.0,0.133,0.581
ERICOPA,42.124,-80.067,13.258,3.5,5.129,13.774
ESSEXMA,42.597,-70.986,0.0,2.0,0.8,32.467
ESSEXNJ,40.721,-74.127,327.71,6.0,219.484,327.71
ESSEXNY,44.282,-73.536,0.0,2.0,0.032,0.067
ETOWAAL,34.017,-86.012,359.742,6.0,326.133,373.7
EULESTX,32.829,-97.102,5.806,2.0,5.806,41.355
FAICOVA,38.844,-77.309,1.355,2.0,0.067,1.355
FAULKAR,35.089,-92.444,0.0,2.0,0.645,4.645
FERRYWA,48.65,-118.734,0.065,2.0,0.065,0.133
FLATHMT,48.189,-114.311,0.097,2.0,0.065,0.133
FLO,33.064,-111.382,479.452,6.0,335.387,479.452
FORSYNC,36.097,-80.242,0.0,2.0,0.433,1.484
FRACOVT,44.811,-73.081,0.0,2.0,12.581,20.935
FRANKWA,46.237,-119.096,0.0,2.0,0.323,0.323
FREDEMD,39.366,-77.413,51.194,3.5,22.467,54.933
FREEBMN,43.646,-93.368,68.774,3.5,0.774,68.774
FREHOLD,36.733,-119.786,8.581,2.0,5.968,11.867
FREMOCO,38.446,-105.182,7.71,2.0,0.233,18.29
FREMOWY,42.836,-108.726,0.0,2.0,0.129,0.129
FSF,33.064,-111.379,304.484,6.0,218.032,338.6
GALLAMT,45.673,-111.06,0.323,2.0,0.065,0.323
GARVIOK,34.74,-97.222,8.806,2.0,8.806,22.903
GASTNNC,35.268,-81.184,1.774,2.0,1.774,4.467
GENESNY,43.008,-78.225,0.387,2.0,0.065,2.129
GFCORND,47.936,-97.058,24.516,3.5,18.581,50.806
GFJUVND,47.936,-97.058,0.0,2.0,0.033,0.387
GIJUVAZ,33.395,-110.771,0.0,2.0,0.032,0.065
GLADEFL,26.839,-81.124,434.839,6.0,398.0,479.258
GLEPDCA,34.147,-118.249,0.097,2.0,0.097,31.964
GOSHEWY,42.065,-104.182,0.0,2.0,0.033,0.033
GRANTOR,44.39,-118.95,0.0,2.0,0.071,0.419
GRANTWA,47.322,-119.554,0.0,2.0,0.065,1.71
GRAYSKY,37.489,-86.271,0.065,2.0,0.065,6.903
GREENMA,42.596,-72.613,83.677,3.5,55.5,91.8
GREENMO,37.218,-93.291,0.0,2.0,0.067,0.133
GUADATX,29.603,-97.97,0.0,2.0,0.032,1.0
GUDOCHG,13.474,144.751,7.0,2.0,0.355,7.0
GWINNGA,33.982,-83.977,0.0,2.0,0.032,0.419
HAILEID,43.665,-116.682,3.516,2.0,3.516,8.806
HALLJGA,34.239,-83.813,5.903,2.0,5.387,16.194
HARDJIA,42.36,-93.097,71.0,3.5,65.355,83.7
HARHOLD,41.761,-72.684,1.065,2.0,0.097,1.065
HASHENE,40.928,-98.327,70.935,3.5,23.581,95.0
HASKLTX,33.177,-99.721,529.968,9.0,519.355,625.3
HELHOLD,46.594,-111.972,0.226,2.0,0.194,0.387
HENDENC,35.316,-82.456,20.516,3.5,6.129,27.323
HERNAFL,28.484,-82.451,114.645,6.0,114.645,241.355
HICOJFL,27.959,-82.372,0.0,2.0,0.645,0.929
HILLCMT,48.552,-109.707,0.065,2.0,0.065,1.857
HMCHOTX,26.157,-97.675,0.871,2.0,0.161,1.548
HOUHOLD,29.95,-95.313,40.871,3.5,40.871,57.633
HOUICDF,29.95,-95.312,949.129,9.0,875.571,1006.333
HOWARMD,39.169,-76.782,49.194,3.5,34.355,54.1
HRREGVA,36.808,-76.364,297.032,6.0,278.2,426.194
HSF,26.181,-97.685,118.032,6.0,103.033,147.452
HUDSONJ,40.727,-74.106,354.871,6.0,267.258,354.871
JACKSOR,42.322,-122.878,0.935,2.0,0.548,1.567
JAXHOLD,30.257,-81.59,10.419,3.5,3.2,10.419
JEFFECO,39.731,-105.202,3.387,2.0,1.613,3.8
JEFFEID,43.679,-111.911,5.871,2.0,0.161,5.871
JEFFEIL,38.314,-88.903,41.387,3.5,16.133,51.0
JEFFEKS,39.207,-95.312,0.0,2.0,3.2,3.2
JEFFEMT,46.235,-112.122,1.355,2.0,0.419,2.935
JEFFENY,43.973,-75.928,0.065,2.0,0.065,0.133
JEFFETX,30.079,-94.093,4.774,2.0,3.1,7.767
JENADLA,31.709,-92.151,813.323,9.0,718.0,1083.321
JENNIMO,38.711,-90.267,0.194,2.0,0.1,0.6
JMHOSFL,25.792,-80.213,1.097,2.0,1.0,2.267
JOHNSTX,32.375,-97.39,140.645,6.0,72.321,159.9
JOSEPOR,42.433,-123.304,11.387,3.5,6.742,14.258
KARNETX,28.884,-97.912,28.323,3.5,28.323,440.933
KENOSWI,42.594,-87.912,138.323,6.0,111.677,189.214
KERCOCA,35.51,-119.111,122.806,6.0,104.484,134.033
KITTIWA,46.997,-120.549,0.0,2.0,0.1,0.167
KLAMCOR,42.223,-121.75,0.645,2.0,0.643,2.0
KODIAAK,57.805,-152.373,0.0,2.0,0.032,0.161
KOOTEID,47.721,-116.786,0.0,2.0,0.033,0.226
KRHUBFL,25.795,-80.279,0.065,2.0,0.065,0.367
KRO,25.754,-80.489,619.871,9.0,561.4,732.613
LACKAPA,41.423,-75.648,193.194,6.0,69.968,193.194
LAKCOMT,47.692,-114.161,0.0,2.0,0.065,0.194
LANCACA,34.702,-118.235,1334.387,12.0,880.161,1372.3
LANECOR,44.052,-123.09,0.0,2.0,5.429,7.833
LAPAZAZ,34.146,-114.29,0.0,2.0,0.097,0.097
LARCOWY,41.135,-104.82,0.548,2.0,0.097,1.032
LARIMCO,40.564,-105.033,1.065,2.0,0.516,1.167
LAWREPA,41.0,-80.337,0.0,2.0,0.129,0.194
LAWRESD,44.374,-103.73,0.0,2.0,0.323,0.333
LEWISMT,46.586,-112.037,0.129,2.0,0.065,0.161
LIMESTX,31.525,-96.511,0.0,2.0,0.033,17.387
LINCOMO,38.972,-90.963,7.032,2.0,4.167,9.233
LINNCOR,44.63,-123.097,0.065,2.0,0.065,0.065
LKLNDLA,31.309,-92.409,0.0,2.0,0.71,1.0
LONPDAR,34.784,-91.902,2.806,2.0,0.258,4.903
LOSCJCA,34.059,-118.231,1.0,2.0,1.0,1.419
LOSHOLD,34.054,-118.24,93.194,3.5,93.194,214.968
LOUCOVA,39.075,-77.545,0.161,2.0,0.033,0.161
LRDICDF,27.529,-99.448,269.419,6.0,266.714,379.867
LRKNHFL,25.706,-80.291,3.161,2.0,0.097,3.767
LSFHOLD,26.076,-97.512,1.0,2.0,1.0,1.0
LSHOSMA,42.3,-71.102,0.0,2.0,0.032,0.419
LUBBOTX,33.585,-101.844,3.065,2.0,2.3,5.258
LVGHOLD,36.076,-115.102,2.935,2.0,1.484,4.903
MABSHOS,41.947,-70.952,0.0,2.0,0.033,1.0
MACCOMI,42.617,-82.889,0.065,2.0,0.032,10.929
MADISID,43.823,-111.792,0.0,2.0,0.133,2.258
MADISNY,43.081,-75.703,3.71,2.0,0.067,11.323
MAHONOH,41.104,-80.655,15.871,3.5,15.452,46.194
MAPLEOH,41.415,-81.565,18.968,3.5,11.065,22.29
MARIOIN,39.766,-86.153,2.71,2.0,2.71,12.839
MARTIFL,27.17,-80.243,0.0,2.0,0.036,0.036
MATEWKS,42.613,-71.236,0.0,2.0,0.194,1.0
MATSHOS,41.901,-71.089,0.0,2.0,0.032,1.0
MAVERTX,28.797,-100.215,0.0,2.0,0.033,0.033
MCCDCTX,31.558,-97.134,0.71,2.0,0.032,0.71
MCCLETX,31.557,-97.134,0.0,2.0,0.067,0.067
MCFAJAZ,33.446,-112.078,0.484,2.0,0.129,2.613
MCHENIL,42.341,-88.44,245.871,6.0,216.133,366.903
MCMEDAZ,33.447,-112.06,0.0,2.0,0.065,0.767
MEADESD,44.414,-103.516,0.0,2.0,0.067,0.067
MECKLNC,35.263,-80.854,88.581,3.5,88.581,137.267
MEDHOLD,42.326,-122.877,0.871,2.0,0.143,1.258
MESJACO,39.069,-108.574,0.839,2.0,0.516,6.581
METROFL,25.715,-80.336,0.0,2.0,0.032,0.032
MIAHOLD,25.92,-80.155,5.161,2.0,3.516,8.967
MIDBIMA,42.369,-71.079,0.0,2.0,0.194,0.194
MIDDLNJ,40.421,-74.489,10.387,3.5,10.387,171.677
MILHOLD,43.047,-87.908,0.0,2.0,0.032,0.032
MILLRAR,33.401,-94.022,7.806,2.0,7.806,24.806
MINERMT,47.193,-114.89,0.0,2.0,0.267,0.267
MINICID,42.535,-113.791,1.032,2.0,0.097,1.032
MINNESD,43.553,-96.73,1.806,2.0,1.806,19.839
MISCOMO,36.924,-89.352,29.903,3.5,28.567,54.29
MISSOMT,46.883,-114.027,0.0,2.0,0.033,0.516
MNCOAKC,45.025,-92.802,0.0,2.0,0.161,0.161
MOFFECO,40.512,-107.567,8.935,2.0,5.774,17.194
MOHAVAZ,35.193,-114.052,0.0,2.0,0.065,0.065
MONCJAL,32.352,-86.287,0.806,2.0,0.129,2.733
MONMONJ,40.268,-74.287,211.742,6.0,134.065,211.742
MONROFL,24.577,-81.751,30.613,3.5,21.71,47.167
MONROMI,41.896,-83.393,84.935,3.5,63.567,84.935
MONRONY,43.152,-77.614,0.065,2.0,0.033,1.548
MONTGMO,38.98,-91.505,32.097,3.5,21.533,53.71
MONTGNY,42.953,-74.376,0.0,2.0,0.065,0.065
MONTGPA,40.159,-75.423,1.258,2.0,0.129,1.867
MONTGTX,30.336,-95.453,405.355,6.0,230.129,411.9
MORGACO,40.252,-103.789,0.0,2.0,0.032,0.581
MORGNMO,38.432,-92.84,34.097,3.5,26.968,55.935
MOROWOH,40.551,-82.845,68.194,3.5,7.097,68.194
MOUNTND,48.321,-102.391,0.839,2.0,0.065,1.133
MTPPDCA,34.059,-118.126,6.516,2.0,1.0,22.643
MULTNOR,45.563,-122.544,0.0,2.0,0.032,0.032
MUSSEMT,46.45,-108.542,0.0,2.0,0.097,0.581
NASSAFL,30.611,-81.631,0.0,2.0,1.129,15.419
NASSANY,40.732,-73.554,0.0,2.0,0.033,0.033
NATROWY,42.863,-106.346,1.839,2.0,0.967,4.29
NAVSOAZ,34.87,-110.156,0.581,2.0,0.067,2.433
NEJUVNE,41.843,-97.458,0.0,2.0,0.065,0.065
NGDCTGA,34.295,-83.825,90.645,3.5,0.839,90.645
NHSPCON,43.232,-71.56,0.0,2.0,0.033,0.267
NIAGANY,43.18,-78.737,0.0,2.0,0.065,3.065
NIOBRWY,42.761,-104.451,0.0,2.0,0.065,0.065
NOBLEMN,43.648,-95.59,5.194,2.0,0.133,5.194
NOJUVOR,45.613,-121.201,9.484,2.0,4.29,9.613
NOLVGNV,36.202,-115.119,141.387,6.0,129.7,161.067
NORCOOR,45.613,-121.201,33.806,3.5,1.567,33.806
NORFOMA,42.26,-71.209,48.839,3.5,29.645,59.129
NWREGVA,39.199,-78.144,0.0,2.0,21.129,21.129
NYBUFFC,42.932,-78.543,0.0,2.0,0.065,0.065
NYCHOLD,40.634,-73.931,21.355,3.5,14.071,22.871
OAK,30.832,-92.637,1.0,2.0,1.0,1.0
OAKHOLD,30.831,-92.65,0.226,2.0,0.032,0.226
OKANOWA,48.365,-119.582,6.032,2.0,0.032,6.032
OMAHOLD,41.282,-95.899,0.0,2.0,0.033,1.548
ONECONY,43.156,-75.377,0.065,2.0,0.065,1.097
ONONDNY,43.046,-76.146,0.129,2.0,0.129,12.133
ONTARNY,42.881,-77.213,0.71,2.0,0.419,5.839
ORANGFL,28.506,-81.414,1.677,2.0,1.433,6.129
ORANGNY,41.405,-74.359,117.323,6.0,89.774,133.633
ORLEANY,43.246,-78.193,0.0,2.0,0.033,0.065
ORLHOLD,28.428,-81.333,1.0,2.0,1.0,1.0
ORPARLA,29.959,-90.094,26.161,3.5,26.161,92.452
OTERONM,32.901,-105.96,0.0,2.0,0.032,0.567
OTROPNM,32.079,-106.278,0.0,2.0,0.032,0.129
OTRPCNM,32.08,-106.282,772.806,9.0,727.5,964.645
PALMBFL,26.67,-80.093,0.0,2.0,8.645,27.143
PAMREVA,37.76,-77.354,23.194,3.5,11.032,76.065
PARKCMT,45.663,-110.556,0.129,2.0,0.065,0.129
PARKCWY,44.526,-109.066,0.0,2.0,0.032,0.032
PARKJCO,39.224,-105.989,48.0,3.5,36.833,166.258
PASADCA,34.149,-118.145,3.968,2.0,0.581,42.484
PASSANJ,40.913,-74.173,0.0,2.0,0.033,0.033
PEMBIND,48.791,-97.626,0.0,2.0,0.033,0.355
PENDOWA,48.178,-117.059,0.0,2.0,0.129,0.233
PENNISD,44.079,-103.222,0.71,2.0,0.2,3.367
PENOBME,44.802,-68.773,0.065,2.0,0.065,0.677
PERRYAL,32.45,-87.492,0.0,2.0,44.333,386.548
PHELPNE,40.44,-99.371,29.645,3.5,20.0,38.133
PHIHOLD,39.96,-75.166,5.258,2.0,3.968,9.0
PHOHOLD,33.471,-112.073,82.161,3.5,76.533,92.5
PIC,26.155,-97.338,693.903,9.0,325.419,743.645
PIKCOPA,41.389,-75.071,176.677,6.0,129.7,186.258
PINALAZ,33.041,-111.376,588.258,9.0,518.548,597.032
PINELFL,27.903,-82.705,1.452,2.0,1.0,15.267
PISCAME,45.183,-69.224,0.097,2.0,0.097,0.968
PLATTMO,39.371,-94.78,1.323,2.0,0.433,8.133
PLATTWY,42.056,-104.952,2.258,2.0,0.452,2.968
PLYMOMA,41.931,-70.651,295.935,6.0,56.6,323.452
PMHOSFL,25.886,-80.326,0.0,2.0,0.167,3.452
PMREGVA,37.324,-78.429,0.0,2.0,9.29,312.645
POLKCTX,30.698,-95.006,958.032,9.0,779.107,973.733
POLKJIA,41.654,-93.588,39.226,3.5,20.643,69.533
POMONCA,34.054,-117.754,1.419,2.0,0.452,11.321
PONDEMT,48.169,-111.948,0.29,2.0,0.258,0.516
POOHOLD,45.515,-122.676,10.839,3.5,4.806,11.5
POTTAIA,41.284,-95.865,50.581,3.5,40.2,53.71
PROWECO,38.086,-102.618,0.0,2.0,0.032,0.2
PUEBLCO,38.275,-104.611,0.129,2.0,0.129,1.129
PWILLVA,38.752,-77.48,1.903,2.0,0.032,1.903
RAADCMN,44.956,-93.086,62.484,3.5,49.533,84.0
RAPPSVA,38.405,-77.419,107.097,6.0,14.643,110.258
REDETTX,31.399,-103.511,0.0,2.0,0.065,0.065
REHOSIL,41.865,-87.828,1.806,2.0,0.233,1.806
REJAITX,31.391,-103.533,0.0,2.0,0.067,6.613
RICECKS,38.348,-98.206,14.71,3.5,8.9,22.258
RICHMVA,37.547,-77.423,0.065,2.0,0.065,0.067
RIVERCA,33.978,-117.374,0.032,2.0,0.032,0.032
RNDLLTX,35.117,-101.868,23.161,3.5,23.161,98.484
ROCKIIL,41.509,-90.581,0.452,2.0,0.067,4.75
ROCKINH,43.014,-71.051,0.0,2.0,0.097,0.433
ROCKIVA,38.449,-78.871,1.129,2.0,0.032,1.129
RONKEVA,37.271,-79.947,0.0,2.0,0.065,0.2
ROSEAMN,48.841,-95.766,0.0,2.0,0.067,0.286
ROSEBMT,46.266,-106.674,0.129,2.0,0.1,0.129
RRFINWA,47.451,-122.295,1.0,2.0,0.5,1.387
RSREGVA,37.307,-77.341,0.0,2.0,0.065,106.774
SAAHOLD,33.748,-117.875,44.387,3.5,35.333,50.567
SACHOLD,38.578,-121.5,15.323,3.5,11.567,18.516
SACITCA,33.75,-117.88,65.29,3.5,15.786,67.968
SACRACA,38.583,-121.498,0.0,2.0,0.065,43.645
SAJHOLD,18.408,-66.107,13.871,3.5,4.7,18.267
SANANCA,33.75,-117.88,125.548,6.0,107.7,185.871
SANJAIL,39.8,-89.643,0.968,2.0,0.1,2.677
SARJUNE,41.141,-96.039,0.0,2.0,0.065,0.2
SARPYNE,41.141,-96.042,0.0,2.0,0.1,0.1
SBDHOLD,34.101,-117.297,21.548,3.5,0.065,26.333
SBERNCA,34.102,-117.274,0.161,2.0,0.161,24.484
SCNORCA,37.351,-121.906,72.032,3.5,61.667,188.419
SCRUZAZ,31.355,-110.928,0.0,2.0,0.067,0.067
SDHOSCA,32.619,-117.022,3.419,2.0,0.645,5.571
SEAHOLD,47.49,-122.291,9.258,2.0,8.355,12.633
SEBASAR,35.383,-94.425,2.968,2.0,2.1,11.871
SENECNY,42.15,-77.063,0.129,2.0,0.067,0.129
SENECOH,41.079,-83.154,124.871,6.0,92.4,129.233
SFRHOLD,37.796,-122.401,22.0,3.5,19.533,29.233
SHACOKS,39.047,-95.669,0.613,2.0,0.167,8.935
SHAJUKS,39.04,-95.636,0.0,2.0,0.032,0.161
SHERBMN,45.305,-93.619,118.516,6.0,110.033,167.097
SHERIMT,48.778,-104.556,0.097,2.0,0.071,0.29
SHERIWY,44.816,-106.957,0.0,2.0,0.129,0.129
SITKAAK,57.053,-135.334,0.0,2.0,0.067,0.067
SLRDCAZ,32.484,-114.685,0.194,2.0,0.097,1.133
SLSLCUT,40.697,-111.916,0.194,2.0,0.1,6.536
SMARYMD,38.303,-76.628,0.0,2.0,0.065,8.065
