detention_facility_code,name,state,start,end,place,type
RICRANS,"ACI, Cranston RI",RI,77,78,"Cranston, RI",Non-dedicated
AZDCTUC,AZ Dpt Corrections Tucson,AZ,6,7,"Tucson, AZ",Non-dedicated
IWAHOLD,AZ Rem Op Coord Center (AROCC),AZ,15,197,"Mesa, AZ",Hold
ANWHMMN,Abbott Northwestern Hosp,MN,174,175,"Minneapolis, MN",Medical
ABTHOLD,Abilene Hold Room,TX,56,86,"Abilene, TX",Hold
ABRMCTX,Abilene Regional Med Ctr,TX,144,145,"Abilene, TX",Medical
ABRXSPA,Abraxas Academy Detention Center,PA,67,189,"Morgantown, PA",Family / Children
ADACOID,Ada County Jail,ID,0,130,"Boise, ID",Non-dedicated
ADAIRKY,Adair County Regional Jail,KY,123,124,"Columbia, KY",Other
ADAMSWA,Adams County,WA,0,137,"Ritzville, WA",Non-dedicated
ADAMSMS,Adams County Det Center,MS,128,197,"Natchez, MS",Dedicated
ADAMSCO,Adams County Jail,CO,12,18,"Brighton, CO",Non-dedicated
ADDCOVT,Addison County Jail,VT,0,40,"Middlebury, VT",Non-dedicated
ADLNTCA,Adelanto ICE Processing Center,CA,34,197,"Adelanto, CA",Dedicated
NYADIRC,"Adirondack CF, Raybrook",NY,133,134,"Ray Brook, NY",Other
ADVHBCA,Adventist Health Bakersfield,CA,180,197,"Bakersfield, CA",Medical
ADVHDCA,Adventist Health Delano,CA,190,194,"Delano, CA",Medical
AGAHOLD,Agana INS,GU,11,191,"Hagatna, GU",Hold
AGC,Aguadilla SPC,PR,0,197,"Aguadilla, PR",Hold
AIRHOPR,"Airport Hotel, Saj.",PR,0,175,"Isla Verde, PR",Hotel
ALAMCNC,Alamance Co. Det. Facility,NC,0,197,"Graham, NC",Non-dedicated
ALAMOTX,Alamo Police Dept.,TX,69,157,"Alamo, TX",Other
ALAMOCO,Alamosa County Jail,CO,93,136,"Alamosa, CO",Other
ALMHOLD,Alamosa Holdroom,CO,24,194,"Alamosa, CO",Hold
ALBCONY,Albany County Jail,NY,0,126,"Albany, NY",Federal
ALBHOLD,Albany Holdroom,NY,86,197,"Latham, NY",Hold
ALBEMVA,Albemarle-Charlottesville,VA,31,71,"Charlottesville, VA",Non-dedicated
ABQHOLD,Albuquerque Hold Room,NM,7,197,"Albuquerque, NM",Hold
ALEXAVA,Alexandria City Jail,VA,3,183,"Alexandria, VA",Federal
ALEXAAL,Alexandria City Jail,VA,102,103,"Alexandria, VA",Other
JENATLA,Alexandria Staging Facility,LA,73,197,"Alexandria, LA",Hold
BHCALCA,Alhambra BHC Hospital,CA,0,76,"Rosemead, CA",Medical
ALHAMCA,Alhambra City Jail,CA,0,188,"Alhambra, CA",Federal
ALLEGNY,Allegany County Jail,NY,0,148,"Belmont, NY",Non-dedicated
ALLEGPA,Allegheny Co. Jail,PA,0,88,"Pittsburgh, PA",Federal
ALLENIN,Allen County Jail,IN,136,165,"Ft. Wayne, IN",Federal
APPSCLA,Allen Parish Public Safety Complex,LA,91,197,"Oberlin, LA",Non-dedicated
BOPALM,Allenwood (Med) FCI,PA,0,170,"White Deer, PA",Federal
APIBHCA,Alvarado Parkway Institute,CA,76,189,"La Mesa, CA",Medical
AMTHOLD,Amarillo Hold Room,TX,53,197,"Amarillo, TX",Hold
AGMDCCA,Anaheim Global Medical Center,CA,81,194,"Anaheim, CA",Medical
ANCHOAK,Anchorage Jail,AK,0,197,"Anchorage, AK",Federal
ANCHOLD,Anchorage Sub-Office Hold Room,AK,144,173,"Anchorage, AK",Hold
ANDERSC,Anderson County Det Center,SC,147,190,"Anderson, SC",Other
ANDRWTX,Andrews Sherrif's Office Co Jail,TX,111,122,"Andrews, TX",Other
AKPSYNJ,Anne Klein Phsychiatric Institute,NJ,43,60,"W. Trenton, NJ",Medical
FIPCAGA,Annex Folkston IPC,GA,115,197,"Folkston, GA",Dedicated
ANJUVMN,Anoka Co. Juvenile Center,MN,8,22,"Lino Lakes, MN",Family / Children
ANSGHTX,Anson General Hospital,TX,150,185,"Anson, TX",Medical
APACHAZ,Apache Co. Jail,AZ,3,60,"St Johns, AZ",Federal
ARAPACO,Arapahoe County Jail,CO,127,133,"Littleton, CO",Non-dedicated
AZSVCPC,Arizona Service Prison Complex,AZ,83,85,"Phoenix, AZ",Other
AZSPFLO,Arizona State Prison Comp,AZ,137,138,"Florence, AZ",Other
ARLCOVA,Arlington Co Jail,VA,0,40,"Arlington, VA",Federal
AROOSME,Aroostook County Jail,ME,0,140,"Houlton, ME",Federal
ARRMCCA,Arrowhead Regional Med Center,CA,68,196,"Colton, CA",Medical
ARTESNM,Artesia City Jail,NM,122,178,"Artesia, NM",Other
AFRC,Artesia Family Residential Center,NM,68,160,"Artesia, NM",Family / Children
ARTSINM,Artesia Law Enforcement Center,NM,96,97,"Artesia, NM",Other
ASWHRTX,Ascension Seton Williams Hosp,TX,172,176,"Round Rock, TX",Medical
ASHECNC,Ashe County Jail,NC,57,106,"Jefferson, NC",Other
ATTHOLD,"Athens, TX Hold Room",TX,105,194,"Athens, TX",Hold
ATLHOLD,Atlanta Dist. Hold Rm,GA,0,197,"Atlanta, GA",Hold
ATLANGA,Atlanta Pretrial Detn Ctr,GA,0,196,"Atlanta, GA",Federal
BOPATL,Atlanta U.S. Pen.,GA,196,197,"Atlanta, GA",Other
ASHRSFL,Atlantic Shores Hospital,FL,26,192,"Fort Lauderdale, FL",Medical
AURORCO,Aurora City Jail,CO,10,191,"Aurora, CO",Non-dedicated
AUSHOLD,Austin DRO Hold Room,TX,19,197,"Austin, TX",Hold
AVPARLA,Avoyelles Parish Prison,LA,41,46,"Marksville, LA",Non-dedicated
BIINCCO,"BI Incororated, GEO Group Company",CO,195,196,"Aurora, CO",Other
BSCORTX,BSCC Airpark Unit,TX,16,51,"Big Spring, TX",Federal
BSCDRTX,BSCC Cedar Hill Unit,TX,28,29,"Big Spring, TX",Federal
BSFLTTX,BSCC Flightline Unit,TX,28,53,"Big Spring, TX",Federal
BSGDFTX,BSCC Giles Darby Facility,TX,28,29,"Post, TX",Federal
BSNTRTX,BSCC Interstate Unit,TX,32,33,"Big Spring, TX",Federal
FLBAKCI,Baker C. I.,FL,95,157,"Sanderson, FL",Other
CACFBAK,Baker CCF,CA,54,55,"Baker, CA",Non-dedicated
BAKERFL,Baker County Sheriff Dept.,FL,11,197,"Macclenny, FL",Non-dedicated
BKLHOLD,Bakerfield Hold,CA,0,197,"Bakersfield, CA",Hold
BALHOLD,Bal D D & P,MD,0,197,"Baltimore, MD",Hold
BALDWAL,Baldwin County Cor. Center,AL,30,197,"Bay Minette, AL",Non-dedicated
BIMDCAZ,Banner Ironwood Med Ctr,AZ,174,197,"Queen Creek, AZ",Medical
BNMCTAZ,Banner Medical Ctr Tucson,AZ,178,185,"Tucson, AZ",Medical
BANHOAZ,Banner University Medical Phoenix,AZ,194,196,"Phoenix, AZ",Medical
BANNOID,Bannock County Jail,ID,0,24,"Pocatello, ID",Federal
BMCSATX,Baptist Medical Center,TX,173,197,"San Antonio, TX",Medical
BARNSMA,Barnstable County,MA,42,169,"Barnstable, MA",Non-dedicated
BARRECA,Barrett Honor Camp,CA,11,48,"Alpine, CA",Family / Children
BARTOGA,Bartow Co Jail,GA,166,196,"Cartersville, GA",Other
BASILLA,Basile Detention Center,LA,0,197,"Basile, LA",Dedicated
CMDHOLD,Batavia Command Center Holdroom,NY,166,196,"Batavia, NY",Hold
BAYCOFL,Bay County,FL,195,197,"Panama City, FL",Other
BAYAMPR,Bayamon Hospital,PR,101,197,"Bayamon, PR",Medical
BSTAYTX,Baylor Scott White Md Ctr,TX,178,197,"Dallas, TX",Medical
BSWRRTX,Baylor Scott White Med RR,TX,177,193,"Round Rock, TX",Medical
BEAVRPA,Beaver County Jail,PA,106,176,"Aliquippa, PA",Federal
BEDCITX,Bedford City Jail,TX,0,154,"Bedford, TX",Non-dedicated
BEDFOPA,Bedford County Jail,PA,0,15,"Bedford, PA",Non-dedicated
BEDFOOH,Bedford Heights City,OH,0,79,"Bedford Heights, OH",Non-dedicated
BELCOTX,Bell County Jail,TX,145,197,"Belton, TX",Non-dedicated
BEHOSNY,"Bellevue Hospital, Manhat",NY,68,133,"New York, NY",Medical
BLHHOLD,Bellingham BPS ERO Holdroom,WA,89,170,"Ferndale, WA",Hold
BELMOOH,Belmont County Jail,OH,139,173,"St Clairsville, OH",Other
BENTOWA,Benton County,WA,0,15,"Kennewick, WA",Non-dedicated
BERGENJ,Bergen County Jail,NJ,0,183,"Hackensack, NJ",Federal
BEJUVPA,Berks Co. Juvenile,PA,15,45,"Leesport, PA",Family / Children
BEFAMPA,Berks County Family Shelter,PA,0,149,"Leesport, PA",Family / Children
BERKSPA,"Berks County Jail, PA",PA,0,167,"Leesport, PA",Federal
BCORCPA,Berks County Residential Center,PA,159,172,"Leesport, PA",Dedicated
BESECPA,Berks County Secured Juvenile,PA,0,44,"Leesport, PA",Family / Children
BRKHOLD,Berks Hold Room,PA,94,172,"Leesport, PA",Hold
BERNANM,Bernalillo County Det Ctr,NM,0,9,"Albuquerque, NM",Dedicated
BWRGMTX,Best West Rose Grdn I&S,TX,142,153,"Mcallen, TX",Hotel
BWEPATX,Best Western Casa De Estrella,TX,150,161,"El Paso, TX",Family / Children
BWDGICA,Best Western Dragon Gate Inn,CA,0,138,"Los Angeles, CA",Hotel
BWMARCA,Best Western Marina,CA,99,144,"National City, CA",Hotel
BIDHPMA,Beth Israel Deaconess Hosp,MA,172,197,"Boston, MA",Medical
ISHOSNY,"Beth Israel Hospital, Manhattan",NY,29,179,"New York, NY",Medical
WCCBXTX,Bexar County Wackenhut Annual Det.,TX,0,47,"San Antonio, TX",Federal
BIGHOMT,"Big Horn County Jail, MT",MT,1,30,"Hardin, MT",Non-dedicated
BIGHOWY,"Big Horn County Jail, WY",WY,6,7,"Basin, WY",Non-dedicated
BSCHOLD,Big Spring Hold Room,TX,52,197,"Big Spring, TX",Hold
BILHOLD,Billings Hold Room,MT,81,177,"Billings, MT",Hold
BHMHOLD,Birmingham Hold Room,AL,32,193,"Homewood, AL",Hold
BLKREOK,Blackwell Regional Hospital,OK,193,194,"Blackwell, OK",Medical
BLOUNTN,Blount County Justice Ctr,TN,0,5,"Maryville, TN",Non-dedicated
BLBNATX,Bluebonnet Det Fclty,TX,134,197,"Anson, TX",Non-dedicated
BOIHOLD,Boise Hold Room,ID,73,197,"Boise, ID",Hold
BONNEID,Bonneville Co. Jail,ID,0,52,"Idaho Falls, ID",Non-dedicated
BOONEKY,Boone County Jail,KY,0,197,"Burlington, KY",Federal
BSQUETX,Bosque County Sheriff's Dept.,TX,91,92,"Meridian, TX",Other
BOSSRLA,Bossier Parish Cor. Center,LA,116,187,"Plain Dealing, LA",Federal
BOSHOLD,Boston Holdroom,MA,8,197,"Burlington, MA",Hold
BPC,Boston SPC,MA,0,187,"Boston, MA",Other
BOTTIND,Bottineau Co. ND Jail,ND,0,48,"Bottineau, ND",Non-dedicated
BOWCOTX,Bowie County Jail,AR,0,1,"Texarkana, AR",Non-dedicated
BLGHOLD,Bowling Green Hold Room,VA,183,197,"Bowling Green, VA",Hold
BRADEFL,Bradenton Detention Center,FL,0,56,"Bradenton, FL",Non-dedicated
BRDFDFL,Bradford County Jail,FL,166,196,"Starke, FL",Non-dedicated
BRANCMI,"Branch Co, Coldwater, MI",MI,88,89,"Coldwater, MI",Other
BREMEIA,"Bremer Co Jail, Iowa",IA,100,160,"Waverly, IA",Federal
FLBREVC,Brevard Correctional,FL,146,148,"Cocoa, FL",Other
BREVDFL,Brevard County Jail Complex,FL,195,197,"Cocoa, FL",Other
BRINDMA,Bristol Cnty Ndartmouth,MA,0,153,"North Dartmouth, MA",Non-dedicated
BSAHOLD,Broadview Service Staging,IL,26,197,"Broadview, IL",Hold
BROADMT,Broadwater County Jail,MT,4,19,"Townsend, MT",Non-dedicated
BBCHPMI,Bronson Battle Creek Hosp,MI,187,193,"Battle Creek, MI",Medical
BHFLDMI,Bronson Hospital Fieldstone Center,MI,60,64,"Battle Creek, MI",Medical
BROHOMI,Bronson Methodist Hospital,MI,193,196,"Kalamazoo, MI",Medical
BXCHSNY,Bronxcare Health System,NY,128,155,"Bronx, NY",Medical
BOPBRO,Brooklyn MDC,NY,36,79,"Brooklyn, NY",Federal
BROKSTX,Brooks County Jail (Contract),TX,4,166,"Falfurrias, TX",Federal
BROMMNY,Broome County Jail,NY,0,139,"Binghampton, NY",Non-dedicated
BROCRFL,Broward Correctional,FL,6,70,"Pembroke Pines, FL",Non-dedicated
BROJAFL,Broward County Jail,FL,33,197,"Ft.Lauderdale, FL",Non-dedicated
BRGMCFL,Broward General Medical Center,FL,26,197,"Ft. Lauderdale, FL",Medical
WCCPBFL,Broward Transitional Center,FL,0,197,"Pompano Beach, FL",Dedicated
BROWNSD,Brown County Jail,SD,39,51,"Aberdeen, SD",Non-dedicated
BROWNWI,Brown County Jail,WI,91,92,"Green Bay, WI",Other
BRWNSTX,Brownsville Police Dept.,TX,110,168,"Brownsville, TX",Other
BRCHOLD,Brush Holdroom,CO,24,87,"Brush, CO",Hold
NYBUFFC,"Buffalo CF, Alden,Ny",NY,7,110,"Alden, NY",Non-dedicated
BUFHOLD,Buffalo Hold Room,NY,49,195,"Buffalo, NY",Hold
BTV,Buffalo SPC,NY,0,197,"Batavia, NY",Dedicated
BURLEND,"Burleigh Co. Jail, ND",ND,39,43,"Bismarck, ND",Non-dedicated
BURNETX,Burnet County Jail,TX,20,190,"Burnet, TX",Federal
BUTLEKS,Butler County Jail,KS,0,148,"El Dorado, KS",Federal
BUTLEOH,Butler County Jail,OH,0,153,"Hamilton, OH",Non-dedicated
BOPBUT,Butner Fed.Corr.Inst.,NC,16,20,"Butner, NC",Federal
SILBOMT,Butte-Silver Bow County Jail,MT,23,24,"Butte, MT",Non-dedicated
MABSHOS,Bwater St Hosp Bridgewate,MA,0,105,"Bridgewater, MA",Medical
BFGHITX,"Byrd's Foster Group Home, Inc",TX,88,126,"Houston, TX",Family / Children
CCADCAZ,CCA Cent.AZ.Det.Ctr.,AZ,0,171,"Florence, AZ",Federal
CCANOOH,CCA Northeast OH Corrects,OH,98,137,"Youngstown, OH",Dedicated
CCAFLAZ,"CCA, Florence Correctional Center",AZ,0,197,"Florence, AZ",Federal
CACFLEO,CCF/Leo Chesney,CA,103,104,"Live Oak, CA",Other
CADCCAL,CDC Calipatria IHP,CA,64,76,"Calipatria, CA",Non-dedicated
CBRRSNC,Cabarrus County Jail,NC,8,196,"Concord, NC",Non-dedicated
CACHEUT,Cache Co. Jail,UT,98,170,"Logan, UT",Federal
CALDWMO,Caldwell County Jail,MO,0,136,"Kingston, MO",Non-dedicated
CALHOMI,"Calhoun Co., Battle Cr,MI",MI,0,197,"Battle Creek, MI",Non-dedicated
CAMENCE,"Calif. Men Colony, East",CA,107,108,"San Luis Obispo, CA",Other
CAMENCW,"Calif. Men Colony, West",CA,106,186,"San Luis Obispo, CA",Other
CACTYCA,California City Corections Center,CA,29,62,"California City, CA",Federal
CASPCAL,Calipatria State Prison,CA,4,6,"Calipatria, CA",Other
CAMBRPA,"Cambria County Jail, PA",PA,0,154,"Ebensburg, PA",Federal
CAMERTX,Cameron County Jail,TX,18,184,"Brownsville, TX",Non-dedicated
CAMCOWY,Campbell County Jail,WY,1,190,"Gillette, WY",Non-dedicated
CARBOPA,Carbon County Correctionl,PA,59,60,"Nesquehoning, PA",Non-dedicated
CARBOWY,Carbon County Jail,WY,1,7,"Rawlins, WY",Non-dedicated
CARDFVA,Caroline Detention Facility,VA,119,197,"Bowling Green, VA",Dedicated
CARROMD,Carroll County Detention Center,MD,0,56,"Westminster, MD",Non-dedicated
CAJUVMN,Carver Co. Juvy Detention,MN,0,133,"Chaska, MN",Family / Children
CARJAMN,Carver County Jail,MN,0,173,"Chaska, MN",Non-dedicated
CGRMCAZ,Casa Grande Reg. Med. Center,AZ,8,197,"Casa Grande, AZ",Medical
CASSJCA,Casa San Juan,CA,45,46,"San Diego, CA",Family / Children
CASCAMT,"Cascade County Jail, MT",MT,0,182,"Great Falls, MT",Federal
CSYJVNY,Casey House Shelter,NY,4,80,"Buffalo, NY",Family / Children
CSPHOLD,Casper Holdroom,WY,24,197,"Casper, WY",Hold
CASSCND,Cass County Jail,ND,31,76,"Fargo, ND",Non-dedicated
CASSCNE,Cass County Jail,NE,0,142,"Plattsmouth, NE",Federal
CATAHLA,Catahoula Correctional Center,LA,129,152,"Harrisonburg, LA",Non-dedicated
CATTANY,Cattaraugus County Jail,NY,0,47,"Little Valley, NY",Non-dedicated
CAYUGNY,Cayuga County Jail,NY,0,91,"Auburn, NY",Non-dedicated
CCHRTTX,Cedar Crest Hosp Treat,TX,142,192,"Belton, TX",Medical
CRIHOLD,Cedar Rapids Hold Room,IA,27,197,"Cedar Rapids, IA",Hold
CEMEDFL,Cedars Medical Center,FL,10,95,"Miami, FL",Medical
CNTGRIL,Centegra Hospital,IL,90,91,"Woodstock, IL",Medical
CENTRVA,Centra Health,VA,192,193,"Lynchburg, VA",Medical
CSSCHVA,Centra Southside Comm Hosp,VA,181,193,"Farmville, VA",Medical
CCRMHMN,Centracare Rice Memorial Hosp,MN,188,196,"Willmar, MN",Medical
CAMEDAZ,Central Arizona Medical,AZ,42,159,"Florence, AZ",Medical
CIPHOLD,Central Islip Hold Room,NY,136,197,"Central Islip, NY",Hold
CENTRWV,Central Regional Jail,WV,51,52,"Sutton, WV",Non-dedicated
WACLATX,Central Texas Detention Facility,TX,0,134,"San Antonio, TX",Federal
CVREGVA,Central VA Regional Jail,VA,22,197,"Orange County, VA",Non-dedicated
CVANXCA,Central Valley Annex,CA,184,185,"McFarland, CA",Other
CMEDHPR,Centro Medico Hospital,PR,71,176,"San Juan, PR",Medical
CRTOSCA,Cerritos  College Hosp,CA,16,17,"Cerritos, CA",Medical
CHMHOLD,Champlain Hold Room,NY,129,196,"Champlain, NY",Hold
CHANRAZ,Chandler Reg Med Ctr,AZ,175,197,"Chandler, AZ",Medical
CHARLSC,Charleston County Correct,SC,0,191,"North Charleston, SC",Federal
CHLHOLD,"Charleston, SC Hold Room",SC,106,197,"Charleston, SC",Hold
CHAHOLD,Charlotte Amalie Holdroom,VI,17,197,"St. Thomas, VI",Hold
FLCHACI,"Charlotte CI, Punta Gorda",FL,194,195,"Punta Gorda, FL",Other
CHRLTFL,Charlotte County Jail,FL,103,114,"Punta Gorda, FL",Non-dedicated
CLTHOLD,Charlotte Hold Room,NC,29,197,"Charlotte, NC",Hold
CHASEKS,Chase County Jail,KS,0,197,"Cottonwood Falls, KS",Non-dedicated
CSHEPTX,Chase Ste Hotel Elp,TX,142,144,"El Paso, TX",Hotel
CHATHGA,Chatham Co Jail,GA,42,46,"Savannah, GA",Non-dedicated
CNGHOLD,Chattanooga Hold Room,TN,32,197,"Chattanooga, TN",Hold
CHACONY,Chautauqua County Jail,NY,0,166,"Mayville, NY",Non-dedicated
CHAVENM,Chavez Det Crt,NM,109,197,"Roswell, NM",Non-dedicated
CHELAWA,Chelan Co. Regional Jail,WA,0,103,"Wenatchee, WA",Federal
CHEMUNY,Chemung County Jail,NY,59,60,"Elmira, NY",Non-dedicated
CHENANY,Chenango County Jail,NY,60,61,"Norwich, NY",Other
CHEROOK,Cherokee County Jail,OK,51,52,"Tahlequah, OK",Other
CHFLDVA,Chesterfield Co. Jail,VA,173,174,"Chesterfield, VA",Other
CHYHOLD,Cheyenne Holdroom,WY,24,197,"Cheyenne, WY",Hold
CHIHMIA,Chi Health Mercy Council Bluffs,IA,179,180,"Council Bluffs, IA",Medical
CSLLFTX,Chi St Luke's H M Lufkin,TX,186,187,"Lufkin, TX",Medical
CHISLTX,Chi St Luke's Health Mem,TX,171,193,"Lufkin, TX",Medical
CHIHOLD,Chicago Hold Room,IL,26,196,"Chicago, IL",Hold
CHIPPMI,"Chippewa Co., SSM",MI,0,197,"Sault Sainte Marie, MI",Non-dedicated
VTCHTDN,Chittenden Reg. Cor. Facility,VT,13,197,"South Burlington, VT",Non-dedicated
CHRISMO,Christian Co Sheriff Dept,MO,0,163,"Ozark, MO",Non-dedicated
CHSRHTX,Christus Santa Rosa Hospital - Med,TX,187,194,"Irving, TX",Medical
CCCSSTX,Christus Spohn Hosp CC - South,TX,172,173,"Corpus Christi, TX",Medical
CIBOCNM,Cibola County Correctional Center,NM,98,197,"Milan, NM",Non-dedicated
CIBOLNM,Cibola County Det Ctr,NM,110,166,"Grants, NM",Non-dedicated
CIBOGNM,Cibola General Hospital,NM,182,190,"Grants, NM",Medical
CINHOLD,Cincinnati Holdroom,OH,134,197,"Cincinnati, OH",Hold
CITRUFL,Citrus County Jail,FL,2,195,"Lecanto, FL",Non-dedicated
CLARIPA,Clarion  County Corrections,PA,7,8,"Shippenville, PA",Non-dedicated
CLARKWA,Clark County Jail,WA,1,2,"Vancouver, WA",Non-dedicated
CFREDVA,Clarke Fred'k Winch.,VA,0,1,"Winchester, VA",Non-dedicated
CLAYCIN,Clay County Justice Center,IN,57,197,"Brazil, IN",Federal
CLEHOLD,Cleveland Hold Room,OH,44,197,"Cleveland, OH",Hold
CLINTPA,Clinton County Corr. Fac.,PA,0,197,"Mcelhattan, PA",Federal
CLICONY,Clinton County Jail,NY,0,197,"Plattsburgh, NY",Federal
CBENDTX,Coastal Bend Det. Facility,TX,44,197,"Robstown, TX",Federal
COBBJGA,Cobb County Jail,GA,0,197,"Marietta, GA",Non-dedicated
COCHIAZ,Cochise Co Jail Bisbee AZ,AZ,18,160,"Bisbee, AZ",Non-dedicated
COCONAZ,Coconino Co Detention Facility,AZ,2,131,"Flagstaff, AZ",Federal
COLLIFL,Collier County Sheriff,FL,0,197,"Naples, FL",Non-dedicated
CSDHOLD,Colo Springs Den HSI Hold,CO,132,151,"Colorado Springs, CO",Hold
COLOMNY,Colombia County Jail,NY,4,16,"Hudson, NY",Non-dedicated
COLCASC,Columbia Care Center,SC,0,197,"Columbia, SC",Medical
COLUMOR,Columbia County Jail,OR,0,70,"Saint Helens, OR",Federal
COLUMPA,Columbia County Jail,PA,0,162,"Bloomsburg, PA",Federal
COLUMFL,Columbia County Jail,FL,167,196,"Lake City, FL",Other
CKHOSFL,Columbia Kendal Hospital,FL,0,197,"Miami, FL",Medical
COAHOLD,"Columbia, SC Holdroom",SC,69,197,"Columbia, SC",Hold
CLMHOLD,Columbus Holdroom,OH,86,197,"Columbus, OH",Hold
CISAETX,Comfort Inn Ste Elp Airp,TX,150,151,"El Paso, TX",Hotel
CSANOLA,Comfort Suites Alexandria,LA,151,154,"Alexandria, LA",Hotel
CISEPTX,Comfort Suites Casa Consuelo,TX,150,160,"El Paso, TX",Family / Children
COMFTFL,Comfort Suites Hotel,FL,0,146,"Miami, FL",Hotel
CWHCCMP,Commonwealth Healthcare Corp,MP,180,181,"Fananganan, Saipan, MP",Medical
CRMCFCA,Community Reg Med Center,CA,175,189,"Fresno, CA",Medical
CMPJVNY,Compass House Shelter,NY,0,123,"Buffalo, NY",Family / Children
CONCOLA,Concordia Parish C C,LA,31,68,"Ferriday, LA",Non-dedicated
CONEJCO,Conejos County Jail,CO,0,69,"Antonito, CO",Non-dedicated
CONHOTX,Connally Memorial Medical Center,TX,195,196,"Floresville, TX",Medical
CONWECA,Contra Costa Co Jail/West,CA,18,119,"Richmond, CA",Federal
CONCOCA,Contra Costa Co. Jail,CA,18,119,"Martinez, CA",Federal
CONVEWY,Converse County Jail,WY,0,7,"Douglas, WY",Non-dedicated
CCHHSIL,Cook County Hospital-JHS,IL,94,132,"Chicago, IL",Medical
AKCOOKI,"Cook Inlet Pretrial, Anch",AK,0,182,"Anchorage, AK",Non-dedicated
COOSCOR,Coos Co. Jail,OR,38,127,"Coquille, OR",Non-dedicated
COOCONH,Coos County Jail,NH,127,135,"West Stewartstown, NH",Federal
CRPHOLD,Corpus Christi EOR Hold Room,TX,178,197,"Corpus Christi, TX",Hold
COSTACA,Costa Mesa College Hosp,CA,0,58,"Costa Mesa, CA",Medical
CISPVLA,County Inn & Ste By Rad,LA,144,145,"Pineville, LA",Hotel
CHMCINY,Courthouse USM Cntl Islip,NY,137,191,"Central Islip, NY",Other
COWJVWA,Cowlitz Co. Juv. Det.,WA,0,151,"Longview, WA",Family / Children
CRGHOLD,Craig Holdroom,CO,24,196,"Craig, CO",Hold
CCHAUTX,Cross Creek Hospital,TX,187,193,"Austin, TX",Medical
CROWGMN,Crow Wing County Jail,MN,33,35,"Brainerd, MN",Non-dedicated
CPPAPAZ,Crowne Plaza Phoenix Ap,AZ,142,145,"Phoenix, AZ",Hotel
CRYCCTX,Crystal City Corr. Center,TX,54,64,"Crystal City, TX",Federal
CASPSAC,Csp-Sacramento,CA,78,79,"Represa, CA",Non-dedicated
CULBETX,Culberson County Sheriff's,TX,122,123,"Van Horn, TX",Non-dedicated
CULPEVA,Culpeper Co. Adult Det. Center,VA,31,180,"Culpeper, VA",Non-dedicated
CUMBEME,Cumberland County Jail,ME,0,197,"Portland, ME",Federal
BOPCUM,Cumberland FCI,MD,0,19,"Cumberland, MD",Federal
CURRYNM,Curry County Det Fac,NM,46,189,"Clovis, NM",Non-dedicated
CUSTEMT,Custer County Jail,MT,0,1,"Miles City, MT",Non-dedicated
GADRYJM,D. Ray James Prison,GA,120,190,"Folkston, GA",Federal
DCDOCDC,DC Dept Of Corrections,DC,13,70,"Washington, DC",Federal
SAJHOLD,DHS/ICE/DRO,PR,0,197,"Guaynabo, PR",Hold
DSMCNTX,DSMC - Del Sol Medical Center,TX,117,196,"El Paso, TX",Medical
FLDADCI,Dade Correctional Inst,FL,74,107,"Florida City, FL",Other
DAKOTNE,Dakota County Jail,NE,14,197,"Dakota City, NE",Federal
BOPDAL,Dalby Correctional Institute,TX,101,174,"Post, TX",Federal
DALCOTX,Dallas County Jail-Lew Sterrett,TX,72,197,"Dallas, TX",Federal
DALHOLD,Dallas F.O. Hold,TX,0,197,"Dallas, TX",Hold
DAUPHPA,"Dauphin Cnty Jail, PA",PA,105,106,"Harrisburg, PA",Other
DAVIDTN,Davidson Co. Sheriff Dept,TN,0,134,"Nashville, TN",Non-dedicated
DAWSOMT,Dawson County Jail,MT,7,60,"Glendive, MT",Non-dedicated
DIIHBMD,Days Inn Inner Harbor Baltimore,MD,127,129,"Baltimore, MD",Hotel
DEAPDMI,Dearborn Police Dept.,MI,0,187,"Dearborn, MI",Non-dedicated
DEKALGA,Dekalb Co Jail,GA,10,15,"Decatur, GA",Other
DEKALAL,Dekalb County Detention Center,AL,0,148,"Fort Payne, AL",Federal
DEKABGA,Dekalb County Jail,GA,141,172,"Decatur, GA",Non-dedicated
DLAMOCA,Del Amo Psychiatric Hospital,CA,38,39,"Torrance, CA",Medical
DLRHOLD,Del Rio DRO Hold Room,TX,57,197,"Del Rio, TX",Hold
DHDFNJ,Delaney Hall Detention Facility,NJ,34,185,"Newark, NJ",Non-dedicated
DELAWPA,Delaware Co Jail,PA,81,139,"Thornton, PA",Federal
DECCSMY,Delaware Correction Center,DE,99,122,"Smyrna, DE",Other
DELTACO,Delta County Jail,CO,1,11,"Delta, CO",Non-dedicated
DENIICO,Denver CDF II,CO,123,158,"Aurora, CO",Dedicated
DENICDF,Denver Contract Det. Fac.,CO,0,197,"Aurora, CO",Dedicated
DENVECO,Denver County Jail,CO,0,192,"Denver, CO",Federal
DNHMCCO,Denver Health Medical Center,CO,67,189,"Denver, CO",Medical
DENHOLD,Denver Hold Room,CO,0,197,"Denver, CO",Hold
DENCICO,Denver Justice Center,CO,0,13,"Denver, CO",Non-dedicated
DEPCOGU,Department Of Corrections,GU,0,135,"Mangilao, GU",Non-dedicated
DEPYOGU,Department Of Youth Affairs,GU,2,8,"Barrigada, GU",Family / Children
